epoch,final_epoch,final_loss
1,1,4.718551486730576
2,2,4.71067813038826
3,2,4.71067813038826
4,4,4.708333998918533
5,4,4.708333998918533
6,4,4.708333998918533
7,4,4.708333998918533
8,4,4.708333998918533
9,4,4.708333998918533
10,10,4.7075420916080475
11,10,4.7075420916080475
12,10,4.7075420916080475
13,10,4.7075420916080475
14,14,4.707110822200775
15,14,4.707110822200775
16,14,4.707110822200775
17,14,4.707110822200775
18,14,4.707110822200775
19,14,4.707110822200775
20,14,4.707110822200775
21,21,4.706795692443848
22,21,4.706795692443848
23,21,4.706795692443848
24,24,4.706577450037003
25,25,4.706035166978836
26,25,4.706035166978836
27,27,4.704990446567535
28,27,4.704990446567535
29,27,4.704990446567535
30,30,4.704305350780487
31,30,4.704305350780487
32,32,4.703462600708008
33,32,4.703462600708008
34,32,4.703462600708008
35,32,4.703462600708008
36,32,4.703462600708008
37,32,4.703462600708008
38,38,4.7026399075984955
39,39,4.700390428304672
40,39,4.700390428304672
41,41,4.698453396558762
42,41,4.698453396558762
43,43,4.698331892490387
44,44,4.696542650461197
45,44,4.696542650461197
46,46,4.694721877574921
47,46,4.694721877574921
48,48,4.690842300653458
49,48,4.690842300653458
50,50,4.6877016723155975
51,51,4.687391012907028
52,52,4.685443580150604
53,53,4.68456044793129
54,54,4.680818200111389
55,55,4.680339515209198
56,56,4.6799076795578
57,57,4.678288280963898
58,58,4.677847534418106
59,58,4.677847534418106
60,58,4.677847534418106
61,58,4.677847534418106
62,58,4.677847534418106
63,63,4.674731463193893
64,64,4.673843085765839
65,64,4.673843085765839
66,64,4.673843085765839
67,64,4.673843085765839
68,68,4.673093914985657
69,68,4.673093914985657
70,68,4.673093914985657
71,68,4.673093914985657
72,68,4.673093914985657
73,68,4.673093914985657
74,68,4.673093914985657
75,68,4.673093914985657
76,68,4.673093914985657
77,77,4.672717899084091
78,77,4.672717899084091
79,77,4.672717899084091
80,77,4.672717899084091
81,77,4.672717899084091
82,77,4.672717899084091
83,77,4.672717899084091
84,77,4.672717899084091
85,77,4.672717899084091
86,77,4.672717899084091
